Price,Close,High,Low,Open,Volume
Ticker,GOOG,GOOG,GOOG,GOOG,GOOG
Date,,,,,
2023-01-03,89.37885284423828,91.22223555229428,88.7012870774812,89.5083922833158,20738500
2023-01-04,88.39239501953125,90.91333576811124,87.48565700104314,90.6841634830109,27046500
2023-01-05,86.45933532714844,87.89418214943886,86.25008809924427,87.75468399750275,23136100
2023-01-06,87.84436798095703,88.15325566787998,85.2636368997023,87.04722914763929,26612600
2023-01-09,88.4820785522461,90.50480946753692,88.26286498667338,88.8756610161938,22996700
2023-01-10,88.92049407958984,89.15465332299733,86.38958706728704,86.40951971894,22855600
2023-01-11,91.9296875,92.11900208151354,89.41870549369214,89.73755950696052,25998800
2023-01-12,91.58094024658203,92.28839733655519,90.24573386677076,92.06918378150564,22754200
2023-01-13,92.46775817871094,92.64711404232881,90.604450462352,91.20030906220076,18630700
2023-01-17,91.83004760742188,92.63714517048481,90.51476624231283,92.44782298573499,22935800
2023-01-18,91.45140838623047,93.25293405372786,91.07277159749462,92.60725900776063,19641600
2023-01-19,93.57377624511719,94.0620197620691,91.05282805691982,91.06279438234955,28707700
2023-01-20,98.92455291748047,99.0640510762232,95.56662317935697,95.60647328007246,53704800
2023-01-23,100.84764099121094,101.03696317451022,98.39644934262148,98.77508610714074,31791800
2023-01-24,98.85479736328125,100.72806365947302,98.34662118852918,99.19358401380897,27391400
2023-01-25,96.3836898803711,97.37014334643472,94.92094331384368,96.8520007971328,31000900
2023-01-26,98.80499267578125,98.85480910536972,96.47336635155537,97.92813837172918,24542100
2023-01-27,100.34942626953125,101.21631413832365,98.6156581340254,98.69537353388472,29020400
2023-01-30,97.59931182861328,99.05308788428029,97.17085103046311,98.39147131034075,24365100
2023-01-31,99.51244354248047,99.55230124487949,97.43988863020807,97.5096377088865,22306800
2023-02-01,101.06684875488281,101.8241298425757,98.06762338034878,99.3828970578791,26392600
2023-02-02,108.41047668457031,108.43040173554562,106.15856582037357,106.40767076900347,46622600
2023-02-03,104.84329223632812,107.63326310613888,102.9301680509585,103.13941529603834,36823400
2023-02-06,103.09954833984375,104.3251403227676,101.84405737995182,102.31735522054565,25573000
2023-02-07,107.65319061279297,108.28093231802275,103.1772687207146,103.25897586994631,33738800
2023-02-08,99.64197540283203,103.20915994675248,98.10250870735733,102.32234697383362,73546000
2023-02-09,95.11823272705078,100.24979619218071,93.52396257532257,100.18004711060759,97798600
2023-02-10,94.52037811279297,96.67264082015859,94.19155777072564,95.39722475622646,49325300
2023-02-13,94.65988159179688,95.00862700356122,93.71328581671084,94.66984791844152,43116600
2023-02-14,94.61005401611328,94.83425454577915,92.31829310889367,94.32109897296262,42513100
2023-02-15,96.75235748291016,96.99149609748751,94.02216946042019,94.40080623367429,36964500
2023-02-16,95.43708801269531,97.52956808949128,94.62999040072197,95.19794938731059,35642100
2023-02-17,94.25133514404297,95.4071856373154,93.11541730180157,94.72961994176097,31095100
2023-02-21,91.72045135498047,93.08056233828081,91.6706273210391,92.9061858215663,28367200
2023-02-22,91.47134399414062,92.02933666968691,90.54467324249123,91.60485932602917,29891100
2023-02-23,90.74394226074219,91.8001447157316,89.68773980575277,91.8001447157316,32423700
2023-02-24,89.03010559082031,89.80731180086434,88.5418620284736,89.3091019121613,31295600
2023-02-27,89.77741241455078,90.12615778511433,89.2891688957618,89.76744608908356,22724300
2023-02-28,89.97671508789062,91.12259182853126,89.19950122266707,89.21943387674159,30546900
2023-03-01,90.18595123291016,90.87347567218028,89.5283105669101,89.83720585037035,26323900
2023-03-02,91.97950744628906,92.14890458644591,89.44860029319295,89.53828202646184,23328600
2023-03-03,93.68338775634766,93.77306949287009,92.32826380048752,92.4079716081876,30242500
2023-03-06,95.23780059814453,95.95522402746137,93.96238454694985,94.02216729869981,28288200
2023-03-07,93.83284759521484,95.7459717225672,93.50801833948827,95.07837230345146,24101500
2023-03-08,94.3111343383789,95.89543815034803,94.06700875387111,94.06700875387111,25395200
2023-03-09,92.32826232910156,95.57658540402996,92.02435398597854,94.15170478575997,24438900
2023-03-10,90.68416595458984,92.84639504430277,90.47491871385114,92.16882929244808,32850100
2023-03-13,91.33184051513672,92.74675477562471,89.61799728036893,90.24075964171887,31508600
2023-03-14,93.91256713867188,94.49049245325517,92.44782880091897,92.73679145821062,32303900
2023-03-15,96.20433044433594,96.90182123242651,92.70689497358592,93.20510485138759,38367300
2023-03-16,100.70814514160156,101.604924448711,95.52676541487067,96.22425620813385,54499500
2023-03-17,102.0931625366211,103.11947362120915,100.38928574540026,100.47895987026916,76140300
2023-03-20,101.5650634765625,102.2127378220751,100.42914559148224,100.69817557391525,26033900
2023-03-21,105.4610595703125,105.5806326735228,101.49531333982702,101.61488644303732,33122800
2023-03-22,103.84687042236328,107.12509240242937,103.83690409600646,104.76357479311986,32336900
2023-03-23,105.87957000732422,106.71755486222804,105.03261469829418,105.51089194481666,31385800
2023-03-24,105.6802749633789,105.77992301882703,104.36500121350414,105.36142095135106,25236200
2023-03-27,102.6910171508789,105.02264332233293,102.26255635367596,104.94292791771856,25393400
2023-03-28,100.99710845947266,102.63123627352553,99.92097328375601,102.63123627352553,24913500
2023-03-29,101.5351791381836,102.45188352966429,100.66829117545393,102.35224307008244,26148300
2023-03-30,100.9572525024414,101.24621515288571,99.93094133828934,101.0768256136155,25009800
2023-03-31,103.6276626586914,103.81698485967578,101.07683031822,101.34586032828409,28108000
2023-04-03,104.5344009399414,104.57425104061414,102.01345255489917,102.30241519829326,20719900
2023-04-04,104.74364471435547,105.72013179221825,104.22550219778893,104.46464080431544,20377200
